,Year,Month,Day,Hour,Minute,Temp,Cloud_opacity,DHI,DNI,GHI,WindVel,Output_Power
727,2021,10,1,7,0,9.6,87.4,25,0,25,6.4,68.9463344798206
728,2021,10,1,8,0,9.5,85.7,45,0,45,6.4,149.675158661585
729,2021,10,1,9,0,9.8,70.1,109,0,109,6,412.516059603289
730,2021,10,1,10,0,10.2,76.7,93,0,93,5.6,345.581677580074
731,2021,10,1,11,0,10.6,78.2,86,0,86,5.4,316.051854813184
732,2021,10,1,12,0,10.8,78.8,76,0,76,5.5,274.737354333294
733,2021,10,1,13,0,10.9,78.9,60,0,60,5.3,209.22899115539
734,2021,10,1,14,0,10.9,64.6,64,0,64,5.3,225.529281772429
735,2021,10,1,15,0,10.8,58.6,34,0,34,5.3,104.185655861183
750,2021,10,2,6,0,9.4,73.8,25,0,25,4.9,69.0232642954768
751,2021,10,2,7,0,9.3,89.3,21,0,21,4.7,53.162653251352
752,2021,10,2,8,0,9.3,76.9,70,0,70,4.5,252.106239735658
753,2021,10,2,9,0,9.4,79.5,76,0,76,4.5,276.658104056007
754,2021,10,2,10,0,9.5,79.8,82,0,82,4.5,301.221726559844
755,2021,10,2,11,0,9.5,89.4,43,0,43,4.4,141.446973132071
756,2021,10,2,12,0,9.5,89.4,39,0,39,3.9,125.212287934901
757,2021,10,2,13,0,9.6,84.1,45,0,45,3.3,149.41729496029
758,2021,10,2,14,0,9.6,75.8,48,0,48,3,161.587211082675
759,2021,10,2,15,0,9.7,67.2,29,0,29,2.9,84.7958572805456
774,2021,10,3,6,0,10.3,90.6,9,0,9,7.5,6.12871140000993
775,2021,10,3,7,0,10.8,86.6,25,0,25,7.9,68.3612986425852
776,2021,10,3,8,0,11.2,88,34,0,34,7.5,103.974751919582
777,2021,10,3,9,0,11.5,79,74,0,74,6.7,265.696752828544
778,2021,10,3,10,0,12.1,81,75,0,75,6.2,268.83905411093
779,2021,10,3,11,0,12.6,82.5,69,0,69,5.9,243.716180843993
780,2021,10,3,12,0,12.7,81.1,67,0,67,6,235.488878112815
781,2021,10,3,13,0,12.8,79.4,58,0,58,6.3,199.004957966961
782,2021,10,3,14,0,12.7,74.4,47,0,47,6.5,154.845901381214
783,2021,10,3,15,0,12.7,59.3,32,0,32,6.2,94.9862541146585
798,2021,10,4,6,0,10.2,75.4,23,0,23,3.7,60.6683908414626
799,2021,10,4,7,0,10.6,70.3,60,0,60,3.9,209.445973445405
800,2021,10,4,8,0,10.9,46.3,164,0,164,3.8,635.176053394855
801,2021,10,4,9,0,11.2,60.7,147,0,147,3.6,564.530026208705
802,2021,10,4,10,0,11.7,73.3,110,0,110,3.5,411.844347831848
803,2021,10,4,11,0,12.1,75.3,101,0,101,3.7,374.347443273906
804,2021,10,4,12,0,12,72.1,103,0,103,3.8,382.73415284695
805,2021,10,4,13,0,11.7,75,73,0,73,3.6,260.901187952014
806,2021,10,4,14,0,11.5,67.2,62,0,62,3.5,216.456364157903
807,2021,10,4,15,0,11.3,47.5,44,0,44,3.4,143.880176518271
822,2021,10,5,6,0,10.6,32.4,57,12,58,3.2,200.757604424335
823,2021,10,5,7,0,11.1,53.7,94,0,94,3.3,347.519628078001
824,2021,10,5,8,0,11.7,36.5,186,6,188,3.4,736.38773914212
825,2021,10,5,9,0,12.5,34.9,222,46,241,3.3,1010.48244250408
826,2021,10,5,10,0,13.7,39,244,5,247,3.1,965.942060645521
827,2021,10,5,11,0,14.2,47.1,213,0,213,3.1,821.260651578823
828,2021,10,5,12,0,13.9,49.2,185,0,185,3,709.867740368637
829,2021,10,5,13,0,13.3,48.8,149,0,149,2.9,566.321295601589
830,2021,10,5,14,0,12.4,52.3,92,0,92,2.6,336.842897181101
831,2021,10,5,15,0,11.3,46.2,46,0,46,2.2,151.855998130059
846,2021,10,6,6,0,9.9,61.6,27,0,27,2.1,76.6768655680782
847,2021,10,6,7,0,10,82.4,28,0,28,1.5,80.5920666691202
848,2021,10,6,8,0,10.1,85.2,39,0,39,1,124.603569328035
849,2021,10,6,9,0,10.3,86.4,45,0,45,0.7,148.617687844336
850,2021,10,6,10,0,10.5,86.8,49,0,49,1.2,164.640796013087
851,2021,10,6,11,0,10.6,77.6,83,0,83,1.7,302.993147959458
852,2021,10,6,12,0,10.7,78.7,73,0,73,1.9,262.045009063174
853,2021,10,6,13,0,10.7,79,57,0,57,1.9,196.921635561629
854,2021,10,6,14,0,10.6,72.5,46,0,46,1.9,152.473137987961
855,2021,10,6,15,0,10.5,41.2,43,0,43,1.8,140.44570439365
870,2021,10,7,6,0,9.5,67.4,34,0,34,3.4,105.008554164471
871,2021,10,7,7,0,10.4,48.9,98,8,101,3.5,376.639056113221
872,2021,10,7,8,0,11.5,31.9,162,111,197,3.7,889.336189372509
873,2021,10,7,9,0,12.4,29,207,133,258,3.9,1223.40842541497
874,2021,10,7,10,0,13,25.5,228,162,297,4.1,1481.17536412831
875,2021,10,7,11,0,13.5,41.8,195,85,232,4.2,1091.52016842175
876,2021,10,7,12,0,13.9,66.3,118,0,118,4.1,439.802156312723
877,2021,10,7,13,0,13.9,48.1,137,16,141,4,575.515884809355
878,2021,10,7,14,0,13.3,31.5,108,62,123,3.8,592.552161735276
879,2021,10,7,15,0,12.5,42,44,10,45,3.8,165.210496315411
894,2021,10,8,6,0,10.2,68.2,22,0,22,4,56.7178206051323
895,2021,10,8,7,0,11,73.2,48,0,48,4.2,160.33902592469
896,2021,10,8,8,0,11.7,67.7,86,0,86,4.4,314.024597811696
897,2021,10,8,9,0,11.9,49.5,169,0,169,4.3,652.845584194974
898,2021,10,8,10,0,11.8,51.6,177,0,177,4.3,685.812821105511
899,2021,10,8,11,0,11.5,60.8,142,0,142,4.3,543.631870059584
900,2021,10,8,12,0,11.2,58.3,135,0,135,4.1,515.632056736134
901,2021,10,8,13,0,11.1,52.4,121,0,121,3.8,458.324963851206
902,2021,10,8,14,0,11.1,47.8,73,27,77,3.6,345.240473048906
903,2021,10,8,15,0,11.2,33.6,38,40,44,3.5,209.515302844432
918,2021,10,9,6,0,11.1,73.2,18,0,18,2.9,40.6285221580084
919,2021,10,9,7,0,11.5,66.3,58,0,58,3.2,200.207728797277
920,2021,10,9,8,0,12,65.8,90,0,90,3.5,329.632352576643
921,2021,10,9,9,0,12.8,59.9,132,0,132,3.8,499.153054028089
922,2021,10,9,10,0,13.8,55.6,161,0,161,4.3,614.390713920674
923,2021,10,9,11,0,14.4,48.4,186,0,186,4.5,713.576320888189
924,2021,10,9,12,0,14.4,21.8,176,202,252,4.4,1459.26066850609
925,2021,10,9,13,0,14.2,43.9,143,0,143,4.2,540.321587092609
926,2021,10,9,14,0,13.4,29.8,89,99,106,4,625.793085661248
927,2021,10,9,15,0,12,18.3,32,163,52,3.9,458.935924350404
942,2021,10,10,6,0,10.9,60.5,28,0,28,4.5,80.1581263080599
943,2021,10,10,7,0,11,65.3,59,0,59,4.7,204.987145318421
944,2021,10,10,8,0,11.4,57.8,111,0,111,4.9,417.042132029555
945,2021,10,10,9,0,11.8,44.8,178,13,183,5.1,731.794828570398
946,2021,10,10,10,0,12,50.1,182,0,182,5.2,706.283640382077
947,2021,10,10,11,0,12,61.5,139,0,139,5.3,530.519909938432
948,2021,10,10,12,0,11.8,52.3,151,0,151,5.4,580.268807476177
949,2021,10,10,13,0,11.6,59.6,98,0,98,5.3,363.470362435819
950,2021,10,10,14,0,11.4,56.7,61,0,61,5.3,212.703144404169
951,2021,10,10,15,0,10.8,62.6,19,0,19,5.2,44.6750206793008
966,2021,10,11,6,0,5.1,0,26,394,73,1.6,170.841558164926
967,2021,10,11,7,0,6.5,0,43,629,180,1.7,1014.01206281493
968,2021,10,11,8,0,7.8,0,52,732,278,1.9,1882.15144119622
969,2021,10,11,9,0,9,0,56,788,348,2,2581.72227717714
970,2021,10,11,10,0,10,0,59,806,383,2.1,3017.45934379461
971,2021,10,11,11,0,10.6,0,60,797,378,2.5,3176.32600053221
972,2021,10,11,12,0,10.9,0,60,759,335,2.7,3034.45507969209
973,2021,10,11,13,0,10.8,6.9,80,542,243,2.6,2201.25280947402
974,2021,10,11,14,0,10.1,0.9,47,543,158,2.4,1782.8792673827
975,2021,10,11,15,0,8.6,51.9,25,44,31,2.1,166.051696596786
990,2021,10,12,6,0,2.4,0,23,404,71,1.9,160.897148437443
991,2021,10,12,7,0,4,0,39,653,178,2.2,1038.50427712522
992,2021,10,12,8,0,5.6,0,47,751,274,2.9,1924.24392511897
993,2021,10,12,9,0,6.8,0,53,796,343,3.8,2634.19813261824
994,2021,10,12,10,0,7.7,0,56,817,378,4.4,3104.64927385168
995,2021,10,12,11,0,8.5,0,56,814,375,4.5,3278.74036074931
996,2021,10,12,12,0,9,0,54,783,333,4.4,3140.37294962379
997,2021,10,12,13,0,9,0,50,720,257,4.1,2698.93247354554
998,2021,10,12,14,0,8.7,0,40,598,157,4.1,1926.40958649042
999,2021,10,12,15,0,7.7,4.2,21,289,52,3.8,696.275097813766
1014,2021,10,13,6,0,1.6,20.8,41,78,47,1.5,157.533640244284
1015,2021,10,13,7,0,3.3,29.7,104,71,122,1.4,503.07744864976
1016,2021,10,13,8,0,5.1,10.5,99,469,240,1.5,1483.60497892331
1017,2021,10,13,9,0,6.5,1.8,75,711,329,1.9,2447.9439885258
1018,2021,10,13,10,0,7.3,20.5,181,290,293,2.2,1771.19376686664
1019,2021,10,13,11,0,7.7,35.1,221,41,236,2.5,1042.26014597572
1020,2021,10,13,12,0,7.7,56.7,138,3,139,2.6,548.330584519279
1021,2021,10,13,13,0,7.6,49.9,122,0,122,2.4,469.979171552753
1022,2021,10,13,14,0,7,41.8,85,0,85,1.9,317.147660075336
1023,2021,10,13,15,0,6,50.6,25,0,25,1.8,70.6813177861728
1038,2021,10,14,6,0,6.4,85,10,0,10,1.8,10.7378068723435
1039,2021,10,14,7,0,7.8,87.5,19,0,19,2.1,45.803845948753
1040,2021,10,14,8,0,9,80.3,50,0,50,2.7,170.293645186877
1041,2021,10,14,9,0,10.2,79.4,65,0,65,3.4,230.278051868215
1042,2021,10,14,10,0,11.3,75.4,87,0,87,4,318.698491365711
1043,2021,10,14,11,0,12.2,42.8,199,0,199,4.4,774.05309748558
1044,2021,10,14,12,0,12.3,36.6,180,40,194,4.6,852.938999548539
1045,2021,10,14,13,0,11.8,32.7,133,85,155,4.9,812.313701769266
1046,2021,10,14,14,0,11,3,54,427,131,5.3,1458.30188955663
1047,2021,10,14,15,0,10.4,12.6,21,165,38,5.6,408.677558311758
1062,2021,10,15,6,0,6.6,1.2,23,297,56,5.1,126.137914711407
1063,2021,10,15,7,0,7.1,0,40,617,161,5.4,970.212262935396
1064,2021,10,15,8,0,7.8,0,46,747,259,5.5,1887.2919394766
1065,2021,10,15,9,0,8.5,0,49,810,330,5.5,2632.85584355768
1066,2021,10,15,10,0,8.9,1.2,61,793,360,5.1,3012.00463319549
1067,2021,10,15,11,0,9.3,20.1,166,322,287,4.7,1898.72416248144
1068,2021,10,15,12,0,9.8,55.3,142,0,143,4.5,548.464748832581
1069,2021,10,15,13,0,9.7,60.9,91,0,91,4.1,337.89732996514
1070,2021,10,15,14,0,8.9,34.7,75,73,86,3.7,493.26659142076
1071,2021,10,15,15,0,7.6,18.1,20,151,35,2.7,376.067214589602
1086,2021,10,16,6,0,5.1,7.8,24,246,51,4.6,118.636075877459
1087,2021,10,16,7,0,6.3,0.7,41,595,155,4.9,942.658143761875
1088,2021,10,16,8,0,7.7,1.4,55,692,248,5,1791.60622133165
1089,2021,10,16,9,0,9,7.5,91,597,298,5.2,2165.68219470421
1090,2021,10,16,10,0,10,6.4,94,646,333,5.6,2637.21198211768
1091,2021,10,16,11,0,10.5,56.4,149,13,154,5.6,627.408783630327
1092,2021,10,16,12,0,10.4,62,116,0,116,5.2,439.878035619777
1093,2021,10,16,13,0,9.9,49.8,108,35,118,4.8,534.213729255153
1094,2021,10,16,14,0,9,46.3,69,0,69,4.1,248.34523552954
1095,2021,10,16,15,0,7.4,45.9,19,0,19,2.7,45.9659668479906
1110,2021,10,17,6,0,0.7,0,19,300,50,1.1,109.945710240042
1111,2021,10,17,7,0,2.4,0,37,624,153,1,970.124363952378
1112,2021,10,17,8,0,4.4,0,45,744,249,1.1,1863.50655838055
1113,2021,10,17,9,0,5.9,0,50,803,320,1.4,2581.39516253473
1114,2021,10,17,10,0,7,2.2,69,761,347,1.6,2891.81695427416
1115,2021,10,17,11,0,7.6,14.8,140,438,300,1.6,2206.36084615749
1116,2021,10,17,12,0,7.8,4.2,73,692,296,1.8,2824.92593159426
1117,2021,10,17,13,0,7.7,0,43,739,233,2.1,2670.66105298561
1118,2021,10,17,14,0,6.6,0,33,606,133,2,1878.69062964431
1119,2021,10,17,15,0,4.5,23.6,17,118,28,1.8,292.303392147225
1134,2021,10,18,6,0,0.2,0,17,308,47,1.3,101.169781469112
1135,2021,10,18,7,0,1.9,0,34,648,151,1.2,987.048351148797
1136,2021,10,18,8,0,4,0,44,757,247,1.1,1883.77515770122
1137,2021,10,18,9,0,5.7,0,50,807,316,1.3,2584.56673939063
1138,2021,10,18,10,0,6.8,4.7,85,691,333,1.4,2719.52683368821
1139,2021,10,18,11,0,7.3,19.9,166,308,276,1.4,1830.16107764118
1140,2021,10,18,12,0,7.2,11.4,106,499,267,1.3,2276.71190927902
1141,2021,10,18,13,0,6.6,52.2,100,32,109,1.1,495.555453347604
1142,2021,10,18,14,0,5.4,22.6,59,235,92,1.1,913.212980238037
1143,2021,10,18,15,0,3.9,50.6,14,26,17,0.8,81.5075825516722
1158,2021,10,19,6,0,1.9,73.6,11,0,11,3.1,15.675244442406
1159,2021,10,19,7,0,2.3,72.5,32,0,32,3,101.56405010023
1160,2021,10,19,8,0,2.8,70.5,57,0,57,3.2,205.899494798168
1161,2021,10,19,9,0,3.3,78.2,59,0,59,3.2,213.752070356905
1162,2021,10,19,10,0,3.7,86.4,41,0,41,3,137.989169830813
1163,2021,10,19,11,0,4.4,94,18,0,18,2.7,43.0895410726782
1164,2021,10,19,12,0,5.2,88.3,28,0,28,2.3,83.3187153211506
1165,2021,10,19,13,0,5.8,74.5,47,0,47,1.9,160.976905044207
1166,2021,10,19,14,0,6.1,58.9,37,0,37,1.7,119.540976743901
1183,2021,10,20,7,0,11.8,76.5,30,0,30,5.5,87.5991771530772
1184,2021,10,20,8,0,12.3,77.3,49,0,49,5.6,163.212907602166
1185,2021,10,20,9,0,12.5,77.6,62,0,62,5.6,215.459227395585
1186,2021,10,20,10,0,12.3,74.2,81,0,81,5.3,292.832394577284
1187,2021,10,20,11,0,12.1,66.3,104,0,104,5.3,387.048289760877
1188,2021,10,20,12,0,12,65.7,93,0,93,5.2,342.258808224056
1189,2021,10,20,13,0,12,69.5,59,0,59,5.5,203.900425890021
1190,2021,10,20,14,0,11.8,58.5,43,0,43,6,139.560273176992
1191,2021,10,20,15,0,11.3,52.7,11,0,11,6.1,13.5410514155493
1206,2021,10,21,6,0,8,57.4,16,0,16,4.4,33.8730833813389
1207,2021,10,21,7,0,8.5,56.4,49,0,49,4,166.790855501534
1208,2021,10,21,8,0,8.7,36.9,96,148,131,3.3,697.935990496906
1209,2021,10,21,9,0,9,49.6,111,103,143,2.9,738.091872321939
1210,2021,10,21,10,0,9.4,16.1,122,434,271,3.1,1989.2859697392
1211,2021,10,21,11,0,9.3,24.1,151,278,244,3.5,1644.70311548563
1212,2021,10,21,12,0,9,3.9,68,678,271,3.9,2737.3273744441
1213,2021,10,21,13,0,8.5,0,39,719,207,4.1,2566.61019488246
1214,2021,10,21,14,0,7.6,0,29,563,109,4.3,1711.90207630768
1215,2021,10,21,15,0,6.4,0,8,122,19,4.3,253.435013663343
1230,2021,10,22,6,0,1.6,14,15,143,29,3.8,55.5592539067749
1231,2021,10,22,7,0,2.4,0,33,595,128,3.7,893.552322658403
1232,2021,10,22,8,0,3.9,0,42,728,221,3.8,1799.87405756005
1233,2021,10,22,9,0,5,0,46,790,289,3.9,2526.75274540834
1234,2021,10,22,10,0,5.8,3.8,73,703,309,3.9,2726.8272552776
1235,2021,10,22,11,0,6.4,12.4,117,483,277,3.9,2281.52181724981
1236,2021,10,22,12,0,6.8,12.6,105,451,240,3.9,2101.94169279215
1237,2021,10,22,13,0,6.7,19.3,82,337,164,3.8,1487.15502795948
1238,2021,10,22,14,0,6.1,9.3,48,345,90,3.7,1171.56663998459
1239,2021,10,22,15,0,4.6,41,9,68,15,2.9,145.401415785012
1254,2021,10,23,6,0,1.1,7.3,13,139,26,1.7,45.7167695063276
1255,2021,10,23,7,0,2.9,0,32,575,120,2.5,854.20342131684
1256,2021,10,23,8,0,5.1,0,42,708,212,3.4,1736.94454554349
1257,2021,10,23,9,0,6.3,0.4,50,761,278,3.4,2432.39209548675
1258,2021,10,23,10,0,7,5,81,655,297,3.4,2573.11583060979
1259,2021,10,23,11,0,7.5,15.1,129,408,261,3.2,2036.19717117721
1260,2021,10,23,12,0,7.6,0.4,49,743,265,2.4,2862.46725142679
1261,2021,10,23,13,0,7.4,0.6,44,656,189,1.4,2350.28349638283
1262,2021,10,23,14,0,6.1,10,42,318,87,1.2,1059.85104453588
1263,2021,10,23,15,0,4.5,37.3,7,43,11,1.4,85.0586820417303
1279,2021,10,24,7,0,7.9,77.1,22,0,22,4.6,57.7532574060392
1280,2021,10,24,8,0,8.6,71.9,54,0,54,4.8,187.23778484087
1281,2021,10,24,9,0,9.5,68.3,81,0,81,5.1,297.204814828474
1282,2021,10,24,10,0,10.1,80.8,55,0,55,5.3,189.757817455399
1283,2021,10,24,11,0,10.6,84,45,0,45,5.4,148.643639146184
1284,2021,10,24,12,0,10.6,80.9,47,0,47,5.4,156.740807737332
1285,2021,10,24,13,0,10.1,86.8,21,0,21,5.3,52.8282392970174
1286,2021,10,24,14,0,9.8,56.8,31,0,31,5.1,92.8053313905515
1303,2021,10,25,7,0,6.9,62.7,35,0,35,3.8,110.870574451723
1304,2021,10,25,8,0,7.5,41.3,102,0,102,3.7,387.462441359021
1305,2021,10,25,9,0,8.3,49.9,119,0,119,3.9,456.542266474846
1306,2021,10,25,10,0,9.1,58.4,111,0,111,4,421.647366491026
1307,2021,10,25,11,0,9.7,68.9,82,0,82,4.2,300.848432027483
1308,2021,10,25,12,0,9.9,78.7,48,0,48,4.3,161.390087328941
1309,2021,10,25,13,0,9.7,87.3,19,0,19,4.2,45.0913813002192
1310,2021,10,25,14,0,9.3,59.6,28,0,28,4,81.0494554626165
1326,2021,10,26,6,0,7.5,21.8,11,36,14,4.7,18.9586286383603
1327,2021,10,26,7,0,7.5,11,44,320,88,4.8,551.960869329414
1328,2021,10,26,8,0,8.1,9.8,80,400,168,4.8,1184.85086908935
1329,2021,10,26,9,0,9,37.8,131,91,155,4.7,779.317466610195
1330,2021,10,26,10,0,9.8,21,153,231,226,4.7,1403.45770081221
1331,2021,10,26,11,0,10.2,7.5,94,540,260,4.8,2334.36404530444
1332,2021,10,26,12,0,10.1,2.7,62,636,235,4.8,2524.43462512521
1333,2021,10,26,13,0,9.5,2.7,52,559,165,4.7,2056.00508619382
1334,2021,10,26,14,0,8.5,3.8,28,413,78,4.5,1248.18910559343
1335,2021,10,26,15,0,7.6,19.2,5,12,6,4.1,13.7104089081994
1351,2021,10,27,7,0,11.2,78.9,19,0,19,6.2,44.5292693847381
1352,2021,10,27,8,0,11.4,73.9,42,0,42,5.9,135.872790694605
1353,2021,10,27,9,0,11.8,81.1,45,0,45,5.9,147.598252370558
1354,2021,10,27,10,0,12.2,50.2,131,10,134,6,532.672149153748
1355,2021,10,27,11,0,12.5,20.6,149,206,212,5.8,1336.943759822
1356,2021,10,27,12,0,12.8,18.5,123,250,188,5.3,1381.64822614743
1357,2021,10,27,13,0,12.6,2.9,52,530,156,5,1929.47286999469
1358,2021,10,27,14,0,11.8,34.9,37,135,54,4.8,490.866209697634
1375,2021,10,28,7,0,11.6,88.4,9,0,9,5.3,5.87972251376241
1376,2021,10,28,8,0,11.8,93.3,10,0,10,5.6,9.62531028637215
1377,2021,10,28,9,0,12,94.6,12,0,12,6,17.1926127101875
1378,2021,10,28,10,0,11.9,95.6,11,0,11,6.2,13.4042754522211
1379,2021,10,28,11,0,11.8,90.3,23,0,23,6.2,59.9580806723471
1380,2021,10,28,12,0,11.7,75.5,47,0,47,6.2,155.761086529971
1381,2021,10,28,13,0,11.7,76.5,31,0,31,6.3,91.6519617636108
1382,2021,10,28,14,0,11.7,58.7,25,0,25,6.3,67.8830579689954
1399,2021,10,29,7,0,8.6,56.5,34,0,34,2.8,105.599407046404
1400,2021,10,29,8,0,9.4,69.2,50,0,50,3.2,169.937175962549
1401,2021,10,29,9,0,10.2,85,34,0,34,3.5,104.535705053495
1402,2021,10,29,10,0,10.8,86.7,34,0,34,3.5,104.127339033489
1403,2021,10,29,11,0,11.2,87.4,31,0,31,3.4,91.8874349150978
1404,2021,10,29,12,0,11.3,81,38,0,38,3.2,119.773843817058
1405,2021,10,29,13,0,11,69.9,41,0,41,2.9,132.036861452875
1406,2021,10,29,14,0,9.9,50.9,24,0,24,2.5,64.7540273295975
1423,2021,10,30,7,0,8.4,57.6,30,0,30,3.4,89.5962697953125
1424,2021,10,30,8,0,9.3,81.6,27,0,27,3.3,77.0316078719038
1425,2021,10,30,9,0,10.5,79,48,0,48,3.3,160.753631257242
1426,2021,10,30,10,0,11.5,52,123,0,123,3.7,465.54338150617
1427,2021,10,30,11,0,11.8,69.3,77,0,77,3.5,277.013639870038
1428,2021,10,30,12,0,11.7,52.4,101,0,101,2.6,374.793909979362
1429,2021,10,30,13,0,11,48.4,73,0,73,2.3,261.687032690196
1430,2021,10,30,14,0,9.7,69.1,22,0,22,2,56.9106081929763
1447,2021,10,31,7,0,7.6,40.5,37,61,45,2.8,192.225802557629
1448,2021,10,31,8,0,8.5,59.8,61,0,61,3.5,215.989439855722
1449,2021,10,31,9,0,9.4,65.4,77,0,77,4.7,280.808157429196
1450,2021,10,31,10,0,10,57.2,109,0,109,5,411.803216146376
1451,2021,10,31,11,0,10.3,41,149,0,149,5.1,576.154307338404
1452,2021,10,31,12,0,10.2,20.3,115,229,170,4.9,1274.65069392887
1453,2021,10,31,13,0,9.7,10.9,61,378,129,4.7,1472.66763869873
1454,2021,10,31,14,0,8.8,10.3,29,208,49,4.1,658.709085909689
1471,2021,11,1,7,0,9.2,72.7,17,0,17,4.7,37.4085285703658
1472,2021,11,1,8,0,9,85.4,19,0,19,4.3,45.3637185718593
1473,2021,11,1,9,0,8.9,74.1,51,0,51,3.9,174.570258882774
1474,2021,11,1,10,0,8.9,78.3,50,0,50,3.4,170.445876224751
1475,2021,11,1,11,0,9.1,80.5,44,0,44,3.1,145.783320562896
1476,2021,11,1,12,0,9.3,75.5,45,0,45,2.9,149.660128707613
1477,2021,11,1,13,0,9.3,60.4,47,0,47,2.9,157.794252767206
1478,2021,11,1,14,0,9,50.1,22,0,22,3,57.2391023162532
1495,2021,11,2,7,0,7.1,70.6,19,0,19,2.1,46.0749845709319
1496,2021,11,2,8,0,7.6,65.5,50,0,50,2.1,171.6274846775
1497,2021,11,2,9,0,8.1,64.7,72,0,72,2.1,261.650603484533
1498,2021,11,2,10,0,8.5,69.2,73,0,73,2.2,265.227469965539
1499,2021,11,2,11,0,8.7,58.2,96,0,96,2.2,359.843058699298
1500,2021,11,2,12,0,8.5,57.7,81,0,81,2.2,298.229669369034
1501,2021,11,2,13,0,8.2,51.9,57,0,57,1.9,199.723395823484
1502,2021,11,2,14,0,7.6,57,21,0,21,1.6,53.8455120474286
1519,2021,11,3,7,0,6.4,74.9,15,0,15,1.6,30.4054860861259
1520,2021,11,3,8,0,6.4,55.6,60,0,60,1.5,214.120233429762
1521,2021,11,3,9,0,6.4,47.1,100,0,100,1.6,380.606311649934
1522,2021,11,3,10,0,6.4,63.1,81,0,81,1.7,301.423361876409
1523,2021,11,3,11,0,6.3,81.9,39,0,39,1.6,127.586420327827
1524,2021,11,3,12,0,6.3,80.8,32,0,32,1.7,98.9585195594502
1525,2021,11,3,13,0,6.2,55.5,41,27,44,2.1,225.553724660294
1526,2021,11,3,14,0,6.1,44.6,20,39,25,2.3,155.548154073966
1543,2021,11,4,7,0,4.3,53.8,28,0,28,0.9,83.7873630913983
1544,2021,11,4,8,0,5.2,68.2,43,0,43,1,144.91631409466
1545,2021,11,4,9,0,6.1,76.4,48,0,48,1.1,164.763606619915
1546,2021,11,4,10,0,6.7,76.2,56,0,56,1.2,197.194082516992
1547,2021,11,4,11,0,7,75.2,57,0,57,1.1,200.978543741008
1548,2021,11,4,12,0,6.9,76.1,45,0,45,1.1,151.678885564655
1549,2021,11,4,13,0,6.4,62.2,44,0,44,1.2,148.017733761496
1550,2021,11,4,14,0,5,50.6,22,0,22,1.1,58.9931124894637
1567,2021,11,5,7,0,1.5,22.5,30,93,39,1.4,199.904837249888
1568,2021,11,5,8,0,2.6,8,54,393,125,1.5,1035.49079567723
1569,2021,11,5,9,0,3.5,2.3,57,590,193,2,1893.93127842737
1570,2021,11,5,10,0,4.2,29.1,94,262,161,2.7,1262.65613245286
1571,2021,11,5,11,0,5,23.3,104,263,172,2.9,1369.59121978596
1572,2021,11,5,12,0,5.2,21.5,86,279,142,2.6,1340.43821028294
1573,2021,11,5,13,0,4.9,0,35,541,116,2.2,1879.66404267443
1574,2021,11,5,14,0,3.7,0,16,220,36,1.8,637.176303074708
1591,2021,11,6,7,0,1.8,8.1,21,303,52,2.1,400.448444400483
1592,2021,11,6,8,0,3.4,0,32,632,137,2.3,1432.6241729282
1593,2021,11,6,9,0,5,1.9,47,666,196,2.3,2040.15181398184
1594,2021,11,6,10,0,6.1,13.3,70,523,201,1.9,1995.92112305543
1595,2021,11,6,11,0,6.4,64.6,67,56,80,1.4,449.216839738066
1596,2021,11,6,12,0,6,31.9,85,205,128,0.8,1060.49910413607
1597,2021,11,6,13,0,5.1,32,68,78,78,0.5,507.885764061555
1598,2021,11,6,14,0,4,67.9,10,75,18,0.5,211.671680519248
1615,2021,11,7,7,0,3.3,66.5,13,0,13,3.8,23.3424249217537
1616,2021,11,7,8,0,3,84.6,17,0,17,3.8,39.5564987298342
1617,2021,11,7,9,0,2.5,94.2,11,0,11,4,15.5419039033418
1618,2021,11,7,10,0,2.1,90.6,20,0,20,4.1,52.1253065141146
1619,2021,11,7,11,0,2,81.6,38,0,38,4,126.846355811997
1620,2021,11,7,12,0,1.9,75.8,40,0,40,3.9,135.301691305579
1621,2021,11,7,13,0,1.8,54.5,46,0,46,3.8,160.60660291181
1622,2021,11,7,14,0,1.9,61.2,10,0,10,3.9,11.6801520445984
1639,2021,11,8,7,0,-1.2,41,26,0,26,1.5,78.4974062017975
1640,2021,11,8,8,0,-0.6,54.6,56,0,56,1.7,205.271056121425
1641,2021,11,8,9,0,0.2,64,68,0,68,1.8,255.576317514088
1642,2021,11,8,10,0,0.8,57.7,92,0,92,1.5,357.148902534182
1643,2021,11,8,11,0,1.2,56.5,93,0,93,1.2,360.61778085129
1644,2021,11,8,12,0,1.2,56.7,75,0,75,1,283.889259448774
1645,2021,11,8,13,0,0.8,51.5,50,0,50,1.1,178.244737950631
1646,2021,11,8,14,0,-0.4,53.2,15,0,15,1.3,32.4954030597447
1664,2021,11,9,8,0,3.1,87.4,13,0,13,6,23.4063441735895
1665,2021,11,9,9,0,3.8,87.7,20,0,20,5.4,51.448799788209
1666,2021,11,9,10,0,5.3,82.8,32,0,32,5.2,99.7074956333652
1667,2021,11,9,11,0,6.6,84.1,29,0,29,5.4,86.6639771627115
1668,2021,11,9,12,0,7,73.5,38,0,38,5.3,123.116599574029
1669,2021,11,9,13,0,7.3,58,34,0,34,5.1,106.56046859888
1687,2021,11,10,7,0,8.1,64.6,13,0,13,5.3,22.062633616188
